,PREY,PREDATOR
857,CROSSASTER_PAPPOSUS,MELANOGRAMMUS_AEGLEFINUS
858,CTENODISCUS_CRISPATUS,MELANOGRAMMUS_AEGLEFINUS
859,CUCUMARIA_FRONDOSA,MELANOGRAMMUS_AEGLEFINUS
860,ECHINUS_ESCULENTUS,MELANOGRAMMUS_AEGLEFINUS
861,ERYTHROPS_SP,MELANOGRAMMUS_AEGLEFINUS
862,EUKROHNIA_HAMATA,MELANOGRAMMUS_AEGLEFINUS
863,EUSERGESTES_ARCTICUS,MELANOGRAMMUS_AEGLEFINUS
864,FISH_EGG_AND_LARVAE,MELANOGRAMMUS_AEGLEFINUS
865,GADUS_MORHUA,MELANOGRAMMUS_AEGLEFINUS
866,GAMMARUS_WILKITZKII,MELANOGRAMMUS_AEGLEFINUS
867,GERYON_TRISPINOSUS,MELANOGRAMMUS_AEGLEFINUS
868,GRACILECHINUS_ACUTUS,MELANOGRAMMUS_AEGLEFINUS
869,HELIOMETRA_GLACIALIS,MELANOGRAMMUS_AEGLEFINUS
870,HETEROMASTUS_FILIFORMIS,MELANOGRAMMUS_AEGLEFINUS
871,HIPPOGLOSSOIDES_PLATESSOIDES,MELANOGRAMMUS_AEGLEFINUS
872,HYAS_SP,MELANOGRAMMUS_AEGLEFINUS
873,LEPTAGONUS_DECAGONUS,MELANOGRAMMUS_AEGLEFINUS
874,LEPTOCLINUS_MACULATUS,MELANOGRAMMUS_AEGLEFINUS
875,LUMPENUS_LAMPRETAEFORMIS,MELANOGRAMMUS_AEGLEFINUS
876,MACOMA_SP,MELANOGRAMMUS_AEGLEFINUS
877,MALDANE_SARSI,MELANOGRAMMUS_AEGLEFINUS
878,MALLOTUS_VILLOSUS,MELANOGRAMMUS_AEGLEFINUS
879,MEGANYCTIPHANES_NORVEGICA,MELANOGRAMMUS_AEGLEFINUS
880,MELANOGRAMMUS_AEGLEFINUS,MELANOGRAMMUS_AEGLEFINUS
881,MENDICULA_FERRUGINOSA,MELANOGRAMMUS_AEGLEFINUS
882,MERTENSIA_OVUM,MELANOGRAMMUS_AEGLEFINUS
883,METRIDIUM_SENILE,MELANOGRAMMUS_AEGLEFINUS
884,MOLPADIA_BOREALIS,MELANOGRAMMUS_AEGLEFINUS
885,MUNIDA_SARSI,MELANOGRAMMUS_AEGLEFINUS
886,MYOXOCEPHALUS_SCORPIUS,MELANOGRAMMUS_AEGLEFINUS
887,MYTILUS_EDULIS,MELANOGRAMMUS_AEGLEFINUS
888,NEPHTHEIDAE_SP,MELANOGRAMMUS_AEGLEFINUS
889,ONISIMUS_GLACIALIS,MELANOGRAMMUS_AEGLEFINUS
890,ONISIMUS_NANSENI,MELANOGRAMMUS_AEGLEFINUS
891,OPHIACANTHA_BIDENTATA,MELANOGRAMMUS_AEGLEFINUS
892,OPHIOCTEN_SERICEUM,MELANOGRAMMUS_AEGLEFINUS
893,OPHIOPHOLIS_ACULEATA,MELANOGRAMMUS_AEGLEFINUS
894,OPHIOPLEURA_BOREALIS,MELANOGRAMMUS_AEGLEFINUS
895,OPHIOSCOLEX_GLACIALIS,MELANOGRAMMUS_AEGLEFINUS
896,OPHIURA_SP,MELANOGRAMMUS_AEGLEFINUS
897,PAGURUS_SP,MELANOGRAMMUS_AEGLEFINUS
898,PANDALUS_BOREALIS,MELANOGRAMMUS_AEGLEFINUS
899,POLYCHAETA,MELANOGRAMMUS_AEGLEFINUS
900,PONTASTER_TENUISPINUS,MELANOGRAMMUS_AEGLEFINUS
901,PONTOPHILUS_NORVEGICUS,MELANOGRAMMUS_AEGLEFINUS
902,PRIONOSPIO_CIRRIFERA,MELANOGRAMMUS_AEGLEFINUS
903,RHACHOTROPIS_MACROPUS,MELANOGRAMMUS_AEGLEFINUS
904,SABINEA_SP,MELANOGRAMMUS_AEGLEFINUS
905,SAGITTA_ELEGANS,MELANOGRAMMUS_AEGLEFINUS
906,SEBASTES_MENTELLA,MELANOGRAMMUS_AEGLEFINUS
907,SEBASTES_SP,MELANOGRAMMUS_AEGLEFINUS
908,SIMILIPECTEN_GREENLANDICUS,MELANOGRAMMUS_AEGLEFINUS
909,SERRIPES_GROENLANDICUS,MELANOGRAMMUS_AEGLEFINUS
910,SPIOPHANES_KROEYERI,MELANOGRAMMUS_AEGLEFINUS
911,STICHOPUS_TREMULUS,MELANOGRAMMUS_AEGLEFINUS
912,STRONGYLOCENTROTUS_SP,MELANOGRAMMUS_AEGLEFINUS
913,THEMISTO_ABYSSORUM,MELANOGRAMMUS_AEGLEFINUS
914,THEMISTO_LIBELLULA,MELANOGRAMMUS_AEGLEFINUS
915,THYASIRA_GOULDI,MELANOGRAMMUS_AEGLEFINUS
916,THYSANOESSA_INERMIS,MELANOGRAMMUS_AEGLEFINUS
917,TRIGLOPS_MURRAYI,MELANOGRAMMUS_AEGLEFINUS
918,TRIGLOPS_NYBELINI,MELANOGRAMMUS_AEGLEFINUS
919,TRIGLOPS_PINGELII,MELANOGRAMMUS_AEGLEFINUS
920,TRISOPTERUS_ESMARKII,MELANOGRAMMUS_AEGLEFINUS
921,URASTERIAS_LINCKII,MELANOGRAMMUS_AEGLEFINUS
922,YOLDIELLA_SOLIDULA,MELANOGRAMMUS_AEGLEFINUS
923,DETRITUS,MENDICULA_FERRUGINOSA
924,AMMODYTES_SPP,MERLANGIUS_MERLANGUS
925,ANARHICHAS_LUPUS,MERLANGIUS_MERLANGUS
926,ARGENTINA_SILUS,MERLANGIUS_MERLANGUS
927,CIONA_INTESTINALIS,MERLANGIUS_MERLANGUS
928,CLUPEA_HARENGUS,MERLANGIUS_MERLANGUS
929,GADICULUS_ARGENTEUS,MERLANGIUS_MERLANGUS
930,GADUS_MORHUA,MERLANGIUS_MERLANGUS
931,GAMMARIDAE_INDET,MERLANGIUS_MERLANGUS
932,GASTEROSTEUS_ACULEATUS,MERLANGIUS_MERLANGUS
933,GONATUS_FABRICII,MERLANGIUS_MERLANGUS
934,HIPPOGLOSSOIDES_PLATESSOIDES,MERLANGIUS_MERLANGUS
935,LIMANDA_LIMANDA,MERLANGIUS_MERLANGUS
936,MAUROLICUS_MUELLERI,MERLANGIUS_MERLANGUS
937,MELANOGRAMMUS_AEGLEFINUS,MERLANGIUS_MERLANGUS
938,MERLANGIUS_MERLANGUS,MERLANGIUS_MERLANGUS
939,MICROSTOMUS_KITT,MERLANGIUS_MERLANGUS
940,POLYCHAETA,MERLANGIUS_MERLANGUS
941,PORIFERA_G_SP,MERLANGIUS_MERLANGUS
942,ROSSIA_SP,MERLANGIUS_MERLANGUS
943,SAGITTA_ELEGANS,MERLANGIUS_MERLANGUS
944,SCLEROCRANGON_FEROX,MERLANGIUS_MERLANGUS
945,SCOMBER_SCOMBRUS,MERLANGIUS_MERLANGUS
946,SEBASTES_VIVIPARUS,MERLANGIUS_MERLANGUS
947,THYSANOESSA_INERMIS,MERLANGIUS_MERLANGUS
948,THYSANOESSA_LONGICAUDATA,MERLANGIUS_MERLANGUS
949,THYSANOESSA_RASCHII,MERLANGIUS_MERLANGUS
950,TRISOPTERUS_ESMARKII,MERLANGIUS_MERLANGUS
951,CALANUS_FINMARCHICUS,MERTENSIA_OVUM
952,CALANUS_GLACIALIS,MERTENSIA_OVUM
953,CALANUS_HYPERBOREUS,MERTENSIA_OVUM
954,METRIDIA_LONGA,MERTENSIA_OVUM
955,MICROCALANUS_SPP,MERTENSIA_OVUM
956,OITHONA_SIMILIS,MERTENSIA_OVUM
957,PSEUDOCALANUS_SPP,MERTENSIA_OVUM
958,DETRITUS,MICROCALANUS_SPP
959,ANARHICHAS_DENTICULATUS,MICROMESISTIUS_POUTASSOU
960,ANARHICHAS_LUPUS,MICROMESISTIUS_POUTASSOU
961,ANARHICHAS_MINOR,MICROMESISTIUS_POUTASSOU
962,AURELIA_AURITA,MICROMESISTIUS_POUTASSOU
963,BOREOGADUS_SAIDA,MICROMESISTIUS_POUTASSOU
964,CALANUS_FINMARCHICUS,MICROMESISTIUS_POUTASSOU
965,CALANUS_GLACIALIS,MICROMESISTIUS_POUTASSOU
966,CALANUS_HYPERBOREUS,MICROMESISTIUS_POUTASSOU
967,CLUPEA_HARENGUS,MICROMESISTIUS_POUTASSOU
968,CYANEA_CAPILLATA,MICROMESISTIUS_POUTASSOU
969,GADUS_MORHUA,MICROMESISTIUS_POUTASSOU
970,GAMMARIDAE_INDET,MICROMESISTIUS_POUTASSOU
971,GONATUS_FABRICII,MICROMESISTIUS_POUTASSOU
972,HIPPOGLOSSOIDES_PLATESSOIDES,MICROMESISTIUS_POUTASSOU
973,LIMACINA_HELICINA,MICROMESISTIUS_POUTASSOU
974,LIMACINA_RETROVERSA,MICROMESISTIUS_POUTASSOU
975,LIPARIS_FABRICII,MICROMESISTIUS_POUTASSOU
976,LIPARIS_GIBBUS,MICROMESISTIUS_POUTASSOU
977,LIPARIS_MONTAGUI,MICROMESISTIUS_POUTASSOU
978,LUMPENUS_FABRICII,MICROMESISTIUS_POUTASSOU
979,LUMPENUS_LAMPRETAEFORMIS,MICROMESISTIUS_POUTASSOU
980,MALLOTUS_VILLOSUS,MICROMESISTIUS_POUTASSOU
981,MAUROLICUS_MUELLERI,MICROMESISTIUS_POUTASSOU
982,MEGANYCTIPHANES_NORVEGICA,MICROMESISTIUS_POUTASSOU
983,MELANOGRAMMUS_AEGLEFINUS,MICROMESISTIUS_POUTASSOU
984,MICROMESISTIUS_POUTASSOU,MICROMESISTIUS_POUTASSOU
985,OIKOPLEURA_SPP,MICROMESISTIUS_POUTASSOU
986,PANDALUS_BOREALIS,MICROMESISTIUS_POUTASSOU
987,PAREUCHAETA_NORVEGICA,MICROMESISTIUS_POUTASSOU
988,PAREUCHAETA_SPP,MICROMESISTIUS_POUTASSOU
989,POLLACHIUS_VIRENS,MICROMESISTIUS_POUTASSOU
990,ROSSIA_SP,MICROMESISTIUS_POUTASSOU
991,SAGITTA_ELEGANS,MICROMESISTIUS_POUTASSOU
992,SEBASTES_SP,MICROMESISTIUS_POUTASSOU
993,THEMISTO_ABYSSORUM,MICROMESISTIUS_POUTASSOU
994,THEMISTO_LIBELLULA,MICROMESISTIUS_POUTASSOU
995,THYSANOESSA_INERMIS,MICROMESISTIUS_POUTASSOU
996,THYSANOESSA_LONGICAUDATA,MICROMESISTIUS_POUTASSOU
997,THYSANOESSA_RASCHII,MICROMESISTIUS_POUTASSOU
998,TRISOPTERUS_ESMARKII,MICROMESISTIUS_POUTASSOU
999,ACTINIARIA_G_SP,MICROSTOMUS_KITT
1000,POLYCHAETA,MICROSTOMUS_KITT
1001,DETRITUS,MOLPADIA_BOREALIS
1002,DIATOM,MOLPADIA_BOREALIS
1003,MACROALGAE,MOLPADIA_BOREALIS
1004,GONATUS_FABRICII,MOLVA_DIPTERYGIA
1005,PANDALUS_BOREALIS,MOLVA_DIPTERYGIA
1006,THYSANOESSA_INERMIS,MOLVA_DIPTERYGIA
1007,THYSANOESSA_LONGICAUDATA,MOLVA_DIPTERYGIA
1008,ARGENTINA_SILUS,MOLVA_MOLVA
1009,GADUS_MORHUA,MOLVA_MOLVA
1010,GONATUS_FABRICII,MOLVA_MOLVA
1011,MICROMESISTIUS_POUTASSOU,MOLVA_MOLVA
1012,OPHIACANTHA_BIDENTATA,MOLVA_MOLVA
1013,OPHIOPHOLIS_ACULEATA,MOLVA_MOLVA
1014,OPHIURA_SP,MOLVA_MOLVA
1015,ROSSIA_SP,MOLVA_MOLVA
1016,THYSANOESSA_RASCHII,MOLVA_MOLVA
1017,TRISOPTERUS_ESMARKII,MOLVA_MOLVA
1018,BOREOGADUS_SAIDA,MONODON_MONOCEROS
1019,GONATUS_FABRICII,MONODON_MONOCEROS
1020,MALLOTUS_VILLOSUS,MONODON_MONOCEROS
1021,PANDALUS_BOREALIS,MONODON_MONOCEROS
1022,REINHARDTIUS_HIPPOGLOSSOIDES,MONODON_MONOCEROS
1023,SEBASTES_SP,MONODON_MONOCEROS
1024,GAMMARUS_WILKITZKII,MYOXOCEPHALUS_SCORPIUS
1025,POLYCHAETA,MYOXOCEPHALUS_SCORPIUS
1026,DETRITUS,MYTILUS_EDULIS
1027,DETRITUS,NYCTIPHANES_COUCHII
1028,DIATOM,NYCTIPHANES_COUCHII
1029,SAGITTA_ELEGANS,NYCTIPHANES_COUCHII
1030,BOREOGADUS_SAIDA,ODOBENUS_ROSMARUS
1031,ERIGNATHUS_BARBATUS,ODOBENUS_ROSMARUS
1032,MYTILUS_EDULIS,ODOBENUS_ROSMARUS
1033,PAGOPHILUS_GROENLANDICUS,ODOBENUS_ROSMARUS
1034,PHOCA_HISPIDA,ODOBENUS_ROSMARUS
1035,CYANEA_CAPILLATA,OIKOPLEURA_DIOICA
1036,CYANEA_CAPILLATA,OIKOPLEURA_SPP
1037,DETRITUS,ONISIMUS_GLACIALIS
1038,DETRITUS,ONISIMUS_NANSENI
1039,DETRITUS,OPHIACANTHA_BIDENTATA
1040,GAMMARIDAE_INDET,OPHIACANTHA_BIDENTATA
1041,DETRITUS,OPHIOCTEN_SERICEUM
1042,DETRITUS,OPHIOPHOLIS_ACULEATA
1043,DETRITUS,OPHIOPLEURA_BOREALIS
1044,DETRITUS,OPHIOSCOLEX_GLACIALIS
1045,AGLAOPHAMUS_MALMGRENI,OPHIURA_SP
1046,DETRITUS,OPHIURA_SP
1047,GAMMARIDAE_INDET,OPHIURA_SP
1048,HYAS_SP,OPHIURA_SP
1049,POLYCHAETA,OPHIURA_SP
1050,POLYNOIDAE_INDET,OPHIURA_SP
1051,ALLE_ALLE,ORCINUS_ORCA
1052,CLUPEA_HARENGUS,ORCINUS_ORCA
1053,DELPHINAPTERUS_LEUCAS,ORCINUS_ORCA
1054,FULMARUS_GLACIALIS,ORCINUS_ORCA
1055,GADUS_MORHUA,ORCINUS_ORCA
1056,GONATUS_FABRICII,ORCINUS_ORCA
1057,LIMANDA_LIMANDA,ORCINUS_ORCA
1058,MONODON_MONOCEROS,ORCINUS_ORCA
1059,PLEURONECTES_PLATESSA,ORCINUS_ORCA
1060,POLLACHIUS_VIRENS,ORCINUS_ORCA
1061,SCOMBER_SCOMBRUS,ORCINUS_ORCA
1062,DETRITUS,OSTRACODA_INDET
1063,AMMODYTES_SPP,PAGOPHILUS_GROENLANDICUS
1064,BOREOGADUS_SAIDA,PAGOPHILUS_GROENLANDICUS
1065,CLUPEA_HARENGUS,PAGOPHILUS_GROENLANDICUS
1066,GADUS_MORHUA,PAGOPHILUS_GROENLANDICUS
1067,GAMMARUS_WILKITZKII,PAGOPHILUS_GROENLANDICUS
1068,GONATUS_FABRICII,PAGOPHILUS_GROENLANDICUS
1069,HIPPOGLOSSOIDES_PLATESSOIDES,PAGOPHILUS_GROENLANDICUS
1070,LIPARIS_FABRICII,PAGOPHILUS_GROENLANDICUS
1071,LIPARIS_GIBBUS,PAGOPHILUS_GROENLANDICUS
1072,LIPARIS_MONTAGUI,PAGOPHILUS_GROENLANDICUS
1073,MALLOTUS_VILLOSUS,PAGOPHILUS_GROENLANDICUS
1074,PANDALUS_BOREALIS,PAGOPHILUS_GROENLANDICUS
1075,PLEURONECTES_PLATESSA,PAGOPHILUS_GROENLANDICUS
1076,POLLACHIUS_VIRENS,PAGOPHILUS_GROENLANDICUS
1077,REINHARDTIUS_HIPPOGLOSSOIDES,PAGOPHILUS_GROENLANDICUS
1078,SABINEA_SP,PAGOPHILUS_GROENLANDICUS
1079,SCALIBREGMA_INFLATUM,PAGOPHILUS_GROENLANDICUS
1080,SEBASTES_MARINUS,PAGOPHILUS_GROENLANDICUS
1081,THEMISTO_LIBELLULA,PAGOPHILUS_GROENLANDICUS
1082,THYSANOESSA_INERMIS,PAGOPHILUS_GROENLANDICUS
1083,THYSANOESSA_LONGICAUDATA,PAGOPHILUS_GROENLANDICUS
1084,THYSANOESSA_RASCHII,PAGOPHILUS_GROENLANDICUS
1085,DETRITUS,PAGURUS_PUBESCENS
1086,CALANUS_FINMARCHICUS,PANDALUS_BOREALIS
1087,CALANUS_GLACIALIS,PANDALUS_BOREALIS
1088,CALANUS_HYPERBOREUS,PANDALUS_BOREALIS
1089,DETRITUS,PANDALUS_BOREALIS
1090,THEMISTO_ABYSSORUM,PARALIPARIS_BATHYBIUS
1091,THEMISTO_LIBELLULA,PARALIPARIS_BATHYBIUS
1092,AGLAOPHAMUS_MALMGRENI,PARALITHODES_CAMTSCHATICUS
1093,APHELOCHAETA_MARIONI,PARALITHODES_CAMTSCHATICUS
1094,ASELLOTA_INDET,PARALITHODES_CAMTSCHATICUS
1095,ASTARTE_SP,PARALITHODES_CAMTSCHATICUS
1096,ASTERIAS_RUBENS,PARALITHODES_CAMTSCHATICUS
1097,BALANUS_SP,PARALITHODES_CAMTSCHATICUS
1098,BATHYARCA_GLACIALIS,PARALITHODES_CAMTSCHATICUS
1099,BUCCINIDAE_SP,PARALITHODES_CAMTSCHATICUS
1100,CHAETOZONE_SP,PARALITHODES_CAMTSCHATICUS
1101,CHONE_SP,PARALITHODES_CAMTSCHATICUS
1102,CIONA_INTESTINALIS,PARALITHODES_CAMTSCHATICUS
1103,CIRRATULIDAE_INDET,PARALITHODES_CAMTSCHATICUS
1104,COLUS_SABINI,PARALITHODES_CAMTSCHATICUS
1105,CROSSASTER_PAPPOSUS,PARALITHODES_CAMTSCHATICUS
1106,CTENODISCUS_CRISPATUS,PARALITHODES_CAMTSCHATICUS
1107,DETRITUS,PARALITHODES_CAMTSCHATICUS
1108,ELECTRA_ARCTICA,PARALITHODES_CAMTSCHATICUS
1109,EUCLYMENINAE_INDET,PARALITHODES_CAMTSCHATICUS
1110,GALATHOWENIA_SP,PARALITHODES_CAMTSCHATICUS
1111,HETEROMASTUS_FILIFORMIS,PARALITHODES_CAMTSCHATICUS
1112,LUMBRICLYMENE_MINOR,PARALITHODES_CAMTSCHATICUS
1113,LUMBRINERIS_SP,PARALITHODES_CAMTSCHATICUS
1114,MACROALGAE,PARALITHODES_CAMTSCHATICUS
1115,MALDANE_SARSI,PARALITHODES_CAMTSCHATICUS
1116,MENDICULA_FERRUGINOSA,PARALITHODES_CAMTSCHATICUS
1117,MYTILUS_EDULIS,PARALITHODES_CAMTSCHATICUS
1118,OPHIOCTEN_SERICEUM,PARALITHODES_CAMTSCHATICUS
1119,OPHIOPHOLIS_ACULEATA,PARALITHODES_CAMTSCHATICUS
1120,OPHIOPLEURA_BOREALIS,PARALITHODES_CAMTSCHATICUS
1121,OPHIOSCOLEX_GLACIALIS,PARALITHODES_CAMTSCHATICUS
1122,OPHIURA_SP,PARALITHODES_CAMTSCHATICUS
1123,PAGURUS_SP,PARALITHODES_CAMTSCHATICUS
1124,PARAMPHINOME_JEFFREYSII,PARALITHODES_CAMTSCHATICUS
1125,POLYNOIDAE_INDET,PARALITHODES_CAMTSCHATICUS
1126,PONTASTER_TENUISPINUS,PARALITHODES_CAMTSCHATICUS
1127,PRIONOSPIO_CIRRIFERA,PARALITHODES_CAMTSCHATICUS
1128,SCALIBREGMA_INFLATUM,PARALITHODES_CAMTSCHATICUS
1129,SIMILIPECTEN_GREENLANDICUS,PARALITHODES_CAMTSCHATICUS
1130,SPIOCHAETOPTERUS_TYPICUS,PARALITHODES_CAMTSCHATICUS
1131,SPIOPHANES_KROEYERI,PARALITHODES_CAMTSCHATICUS
1132,STRONGYLOCENTROTUS_SP,PARALITHODES_CAMTSCHATICUS
1133,THYASIRA_GOULDI,PARALITHODES_CAMTSCHATICUS
1134,YOLDIELLA_SOLIDULA,PARALITHODES_CAMTSCHATICUS
1135,DETRITUS,PARAMPHINOME_JEFFREYSII
1136,CALANUS_FINMARCHICUS,PAREUCHAETA_GLACIALIS
1137,CALANUS_GLACIALIS,PAREUCHAETA_GLACIALIS
1138,CALANUS_HELGOLANDICUS,PAREUCHAETA_GLACIALIS
1139,CALANUS_HYPERBOREUS,PAREUCHAETA_GLACIALIS
1140,METRIDIA_LONGA,PAREUCHAETA_GLACIALIS
1141,METRIDIA_LUCENS,PAREUCHAETA_GLACIALIS
1142,CALANUS_FINMARCHICUS,PAREUCHAETA_NORVEGICA
1143,CALANUS_GLACIALIS,PAREUCHAETA_NORVEGICA
1144,CALANUS_HELGOLANDICUS,PAREUCHAETA_NORVEGICA
1145,CALANUS_HYPERBOREUS,PAREUCHAETA_NORVEGICA
1146,METRIDIA_LONGA,PAREUCHAETA_NORVEGICA
1147,METRIDIA_LUCENS,PAREUCHAETA_NORVEGICA
1148,CALANUS_FINMARCHICUS,PAREUCHAETA_SPP
1149,CALANUS_GLACIALIS,PAREUCHAETA_SPP
1150,CALANUS_HELGOLANDICUS,PAREUCHAETA_SPP
1151,CALANUS_HYPERBOREUS,PAREUCHAETA_SPP
1152,METRIDIA_LONGA,PAREUCHAETA_SPP
1153,METRIDIA_LUCENS,PAREUCHAETA_SPP
1154,DETRITUS,PHASCOLION_STROMBUS
1155,DIATOM,PHASCOLION_STROMBUS
1156,AMMODYTES_SPP,PHOCA_HISPIDA
1157,ARCTOGADUS_GLACIALIS,PHOCA_HISPIDA
1158,BOREOGADUS_SAIDA,PHOCA_HISPIDA
1159,GADUS_MORHUA,PHOCA_HISPIDA
1160,GAMMARUS_WILKITZKII,PHOCA_HISPIDA
1161,GONATUS_FABRICII,PHOCA_HISPIDA
1162,LYCODES_ESMARKII,PHOCA_HISPIDA
1163,LYCODES_RETICULATUS,PHOCA_HISPIDA
1164,LYCODES_SEMINUDUS,PHOCA_HISPIDA
1165,METRIDIA_LONGA,PHOCA_HISPIDA
1166,ONISIMUS_GLACIALIS,PHOCA_HISPIDA
1167,PANDALUS_BOREALIS,PHOCA_HISPIDA
1168,SABINEA_SP,PHOCA_HISPIDA
1169,SEBASTES_MARINUS,PHOCA_HISPIDA
1170,SEBASTES_MENTELLA,PHOCA_HISPIDA
1171,SEBASTES_SP,PHOCA_HISPIDA
1172,THEMISTO_LIBELLULA,PHOCA_HISPIDA
1173,THYSANOESSA_INERMIS,PHOCA_HISPIDA
1174,THYSANOESSA_LONGICAUDATA,PHOCA_HISPIDA
1175,THYSANOESSA_RASCHII,PHOCA_HISPIDA
1176,AMMODYTES_SPP,PHOCOENA_PHOCOENA
1177,ARGENTINA_SILUS,PHOCOENA_PHOCOENA
1178,ARTEDIELLUS_ATLANTICUS,PHOCOENA_PHOCOENA
1179,BOREOGADUS_SAIDA,PHOCOENA_PHOCOENA
1180,CLUPEA_HARENGUS,PHOCOENA_PHOCOENA
1181,GADICULUS_ARGENTEUS,PHOCOENA_PHOCOENA
1182,GADUS_MORHUA,PHOCOENA_PHOCOENA
1183,GONATUS_FABRICII,PHOCOENA_PHOCOENA
1184,HIPPOGLOSSOIDES_PLATESSOIDES,PHOCOENA_PHOCOENA
1185,LIPARIS_MONTAGUI,PHOCOENA_PHOCOENA
1186,LUMPENUS_LAMPRETAEFORMIS,PHOCOENA_PHOCOENA
1187,MALLOTUS_VILLOSUS,PHOCOENA_PHOCOENA
1188,MAUROLICUS_MUELLERI,PHOCOENA_PHOCOENA
1189,MEGANYCTIPHANES_NORVEGICA,PHOCOENA_PHOCOENA
1190,MELANOGRAMMUS_AEGLEFINUS,PHOCOENA_PHOCOENA
1191,MICROSTOMUS_KITT,PHOCOENA_PHOCOENA
1192,MOLVA_MOLVA,PHOCOENA_PHOCOENA
1193,PANDALUS_BOREALIS,PHOCOENA_PHOCOENA
1194,PLEURONECTES_PLATESSA,PHOCOENA_PHOCOENA
1195,POLLACHIUS_POLLACHIUS,PHOCOENA_PHOCOENA
1196,POLLACHIUS_VIRENS,PHOCOENA_PHOCOENA
1197,ROSSIA_SP,PHOCOENA_PHOCOENA
1198,SCOMBER_SCOMBRUS,PHOCOENA_PHOCOENA
1199,SEBASTES_MARINUS,PHOCOENA_PHOCOENA
1200,THYSANOESSA_INERMIS,PHOCOENA_PHOCOENA
1201,THYSANOESSA_LONGICAUDATA,PHOCOENA_PHOCOENA
1202,THYSANOESSA_RASCHII,PHOCOENA_PHOCOENA
1203,TRISOPTERUS_ESMARKII,PHOCOENA_PHOCOENA
1204,GONATUS_FABRICII,PHYSETER_MACROCEPHALUS
1205,POLLACHIUS_VIRENS,PHYSETER_MACROCEPHALUS
1206,AMMODYTES_SPP,PLEURONECTES_PLATESSA
1207,ASTERIAS_RUBENS,PLEURONECTES_PLATESSA
1208,BALANUS_SP,PLEURONECTES_PLATESSA
1209,FISH_EGG_AND_LARVAE,PLEURONECTES_PLATESSA
1210,GAMMARUS_WILKITZKII,PLEURONECTES_PLATESSA
1211,LUMBRINERIS_SP,PLEURONECTES_PLATESSA
1212,MEGANYCTIPHANES_NORVEGICA,PLEURONECTES_PLATESSA
1213,MELANOGRAMMUS_AEGLEFINUS,PLEURONECTES_PLATESSA
1214,MYTILUS_EDULIS,PLEURONECTES_PLATESSA
1215,OPHIURA_SP,PLEURONECTES_PLATESSA
1216,OSTRACODA_INDET,PLEURONECTES_PLATESSA
1217,PANDALUS_BOREALIS,PLEURONECTES_PLATESSA
1218,POLYCHAETA,PLEURONECTES_PLATESSA
1219,TRISOPTERUS_ESMARKII,PLEURONECTES_PLATESSA
1220,AMMODYTES_SPP,POLLACHIUS_POLLACHIUS
1221,CALANUS_FINMARCHICUS,POLLACHIUS_POLLACHIUS
1222,CALANUS_GLACIALIS,POLLACHIUS_POLLACHIUS
1223,CALANUS_HYPERBOREUS,POLLACHIUS_POLLACHIUS
1224,CLUPEA_HARENGUS,POLLACHIUS_POLLACHIUS
1225,GADUS_MORHUA,POLLACHIUS_POLLACHIUS
1226,GONATUS_FABRICII,POLLACHIUS_POLLACHIUS
1227,MEGANYCTIPHANES_NORVEGICA,POLLACHIUS_POLLACHIUS
1228,MELANOGRAMMUS_AEGLEFINUS,POLLACHIUS_POLLACHIUS
1229,METRIDIA_LONGA,POLLACHIUS_POLLACHIUS
1230,MICROCALANUS_SPP,POLLACHIUS_POLLACHIUS
1231,OITHONA_SIMILIS,POLLACHIUS_POLLACHIUS
1232,PANDALUS_BOREALIS,POLLACHIUS_POLLACHIUS
1233,ROSSIA_SP,POLLACHIUS_POLLACHIUS
1234,THYSANOESSA_LONGICAUDATA,POLLACHIUS_POLLACHIUS
1235,THYSANOESSA_RASCHII,POLLACHIUS_POLLACHIUS
1236,TRISOPTERUS_ESMARKII,POLLACHIUS_POLLACHIUS
1237,AMMODYTES_SPP,POLLACHIUS_VIRENS
1238,ARGENTINA_SILUS,POLLACHIUS_VIRENS
1239,CALANUS_FINMARCHICUS,POLLACHIUS_VIRENS
1240,CALANUS_GLACIALIS,POLLACHIUS_VIRENS
1241,CALANUS_HYPERBOREUS,POLLACHIUS_VIRENS
1242,CLUPEA_HARENGUS,POLLACHIUS_VIRENS
1243,FISH_EGG_AND_LARVAE,POLLACHIUS_VIRENS
1244,GADICULUS_ARGENTEUS,POLLACHIUS_VIRENS
1245,GADUS_MORHUA,POLLACHIUS_VIRENS
1246,GLYPTOCEPHALUS_CYNOGLOSSUS,POLLACHIUS_VIRENS
1247,HIPPOGLOSSOIDES_PLATESSOIDES,POLLACHIUS_VIRENS
1248,MALLOTUS_VILLOSUS,POLLACHIUS_VIRENS
1249,MAUROLICUS_MUELLERI,POLLACHIUS_VIRENS
1250,MEGANYCTIPHANES_NORVEGICA,POLLACHIUS_VIRENS
1251,MELANOGRAMMUS_AEGLEFINUS,POLLACHIUS_VIRENS
1252,METRIDIA_LONGA,POLLACHIUS_VIRENS
1253,MICROMESISTIUS_POUTASSOU,POLLACHIUS_VIRENS
1254,OITHONA_SIMILIS,POLLACHIUS_VIRENS
1255,PANDALUS_BOREALIS,POLLACHIUS_VIRENS
1256,POLLACHIUS_VIRENS,POLLACHIUS_VIRENS
1257,SEBASTES_SP,POLLACHIUS_VIRENS
1258,THEMISTO_ABYSSORUM,POLLACHIUS_VIRENS
